taxonomy	SCD66	SCD67	SCD68	SCD69	SCD70	SCD73	SCD72	SCD82	SCD75	SCD76	SCD77	SCD83	SCD137	SCD79	SCD80	SCD84	SCD81	SCD106	SCD88	SCD91	SCD86	SCD138	SCD107	SCD90	SCD87	SCD92	SCD154	SCD93	SCD94	SCD139	SCD109	SCD129	SCD110	SCD97	SCD98	SCD99	SCD112	SCD100	SCD122	SCD101	SCD130	SCD103	SCD104	SCD140	SCD102	SCD105	SCD113	SCD145	SCD156	SCD141	SCD114	SCD115	SCD116	SCD111	SCD147	SCD142	SCD143	SCD117	SCD132	SCD124	SCD125	SCD126	SCD118	SCD119	SCD150	SCD157	SCD127	SCD133	SCD128	SCD136	SCD144	SCD151	SCD152	SCD153	CD001	CD002	CD003	CD004	CD005	CD006	CD007	CD008	CD009	CD010	CD011	CD012	CD013	CD014	CD015	CD016	CD017	CD018	CD019	CD020	CD021	CD022	CD023	CD024	CD025	CD026	CD028	CD029	CD030	CD031	CD032	CD033	CD034	CD035	CD036	CD037	CD038	CD039	CD040	CD041	CD042	CD043	CD044	CD045	CD046	CD047	CD048	CD049	CD050	CD051	CD052	CD053	CD054	CD055	CD056	CD057	CD059	CD060	CD061	CD062	CD063	CD064	CD065	CD066	CD067	CD068	CD069	CD070	CD071	CD072	CD073	CD074	CD075	CD076	CD078	CD079	CD080	CD081	CD082	CD083	CD084	CD085	CD086	CD087	CD088	CD089	CD090	CD091	CD092	CD093	CD094	CD095	CD096	CD097	CD098	CD099	CD100	CD101	CD102	CD103	CD105	CD106	CD107	CD108	CD109	CD112	CD113	CD114	CD115	CD116	CD118	CD119	CD120	CD121	CD122	CD123	CD124	CD125	CD126	CD127	CD128	CD129	CD130	CD131	CD132	CD133	CD134	CD135	CD136	CD137	CD138	CD139	CD140	CD141	CD142	CD143	CD144	CD145	CD146	CD147	CD151	CD153	CD154	CD155	CD156	CD157	CD158	CD159	CD161	CD162	CD163	CD164	CD167	CD168	CD169	CD171	CD172	CD173	CD174	CD175	CD180	CD181	CD182	CD183	CD184	ACC0147	ACC0163	ACC0048	ACC0102	ACC0034	ACC0138	ACC0096	ACC0049	MiRES012	ACC0080	ACC0032	ACC0108	ACC0097	MiRES005	ACC0265	ACC0110	ACC0192	ACC0013	ACC0114	ACC0136	MiRES011	ACC0169	MiRES003	ACC0135	ACC0066	MiRES009	MiREL020	MIRES007	ACC0009	ACC0031	MiRES004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-4	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0.00363	0.0094	0.01906	0	0.00573	0.00684	0.04423	0.03243	0	0.01116	0	0	0	0.01973	0.00575	0.13482	0.00192	0	0	0	0.00914	0	6.1e-4	0.01092	0.02928	0	0	0.00564	0.06413	0.01321	0.03736	0.00461	0.00138	0.01339	0	0.02435	0	0.01025	0.02436	5.1e-4	0	0.01309	0.00588	0.01045	0.02364	0.02179	0.0061	0.0034	0	0	0.00978	0.03061	0.01843	0.00298	0.00127	0.00312	0.0011	0.00344	3.7e-4	0.01185	0	0.01198	0.00673	0.03511	0	0.03838	1.9e-4	6.3e-4	0	0	0.04717	0.0032	0.06542	0.14612	0	0.00123	0.00956	0.08474	0.01274	0.02069	0	0	0	0.01409	0.06094	0.0123	0.00152	0.00265	0.00367	0.01138	0.03857	0.01526	0	0.01259	0.00213	0.03158	0	6.1e-4	0.00252	0.02096	0.00385	0	0.033	0.00364	3.9e-4	0.00329	0	0.00691	0.00729	0.01484	0.01592	0	0	0.01673	0.02135	0.01638	0	0.00499	7.6e-4	0.01835	0.01496	0.00123	0	0	0	0.04021	0.00745	0.05593	0.02816	0.0401	0.03036	0.00684	0.01868	0	0	0	0.02153	0	0	9.6e-4	0.12383	4.9e-4	0.00607	0.00368	0	0	0	0.00208	0	0	0.05527	0.07296	0	0	0.01415	0.02687	0	0	0	0	0	0.03918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0	0	0	0	0	0	0	0	0.02952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0.00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571	0	0	0	0	0.0096	0	1.3e-4	0.00551	0	0.15986	0	0	0.01439	0	0	0.056710000000000003	0.00182	0	0	0	0	0.00331	0	0.0016	0.00194	0.0114	0.01184	0	0	0	0.02814	0	0.03723	0	0.00637	0.00346	0	0	0	0	0.00927	1.2e-4	0	0.01314	0.0305	0	0.00939	0.02407	0	0	0	0	0.01328	8.8e-4	7e-4	7.4e-4	0	0.01005	2.9e-4	0.04416	0	0	0	3.1e-4	2.5e-4	0.00207	0	0.02375	0.00355	0	0	0	0.00162	3.2e-4	0.01353	0.0218	0	4.7e-4	0.01229	0.02504	9.8e-4	0	0	0	0	0	0	0.00698	0.00356	2.3e-4	8.8e-4	0.0067	0	0.00114	0	0	0	0.01406	0	0	0	0	0	0.00444	0.01169	0.00121	0.0458	8.4e-4	0.00762	0	0.00691	0.02567	0	0	0	0.01202	0.00093000000000000005	0.00281	0.00144	0.01608	0	0.00331	0.00761	0.00386	0	0	0	0	0	0.00964	0.00551	0.00531	0	0.02169	3.2e-4	0	0	0	0	0	0	0.01027	0.05029	0	0.0047	0	0	0	0	4.9e-4	0	0	0.00358	0.0152	0.01721	0	0.00727	0.00745	0	0	0	0	0	0.06291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17265	0	0	0	0	0	0	0.00458	0	0	0	0	0	0	0	0.01867	0	0	0	0	5.7e-4	0	0	0	0	8.2e-4	0	0	0	0	0.00138	0	0	0	0	0	0	0	0	0	0	0	4.3e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7e-4	0	0	0.0228	1.4e-4	0	0	0	0	0	0	0.01224	0	0.00347	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01231	0	0	0	0.00211	0	0	0	0	0.00195	0	0	0	0.00673	0.00257	0	0.00344	0.07858	0	0	0	0	0	0	0	0	0	0	0	0.00671	0.00491	0	0	0	0	0	0	0	0	0	0.33614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0.01144	0	0.00603	0	0.00329	0.01216	0	0	0	0	0	0.01362	0	0.0836	0	0	0	4.8e-4	4.8e-4	0	0	0.00216	0.01088	0	0	0	0.0456	0	0.02376	0.00127	0	0.0037	0	0.00345	0	0	0.00399	0	0	0.01952	0.01394	0	0.00668	0.02742	0.00126	0	0	0	0	0.00305	4.3e-4	0.0014	0	0.00714	0	0.00572	0	0	0	0.00394	0.00357	3.1e-4	0	0.00761	0	0	0	0	0.02335	0	0	0.31376	0	0	0.01299	0.03168	0.00738	0.0033	0	0	0	0.00179	5.9e-4	0.00559	0	0.00176	0.00223	0.00576	0.00456	0.00142	0	0.0062	0	0.00157	0	0	0	0	0.01667	0	0.00193	0	0	0.00286	0	0	0.0024	0.00871	0.03261	0	0	0	0.01258	0.00357	0	0.00339	0	0.00658	0.00928	0	0	0	0	0.00841	0.00262	0.00734	0.02513	0.00743	0.00371	3.9e-4	0	0	0	0	0	0	0	0	0.08566	0	0.01443	0	0	0.00568	0	0	0	0	0.06204	0.01972	0	0	0	0.01522	0	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_noxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0.00206	0	0	0	0.02199	0	0	0	0.00599	0	0	0	0.00163	0.00283	0.07336	0	0	0	0	0	0	0	0.01815	0.00428	0	0	0	0.00216	0	0.03437	0	0	0.00729	0	0	0	0	0	0	0	0.00453	0.00216	0	0.05312	0.00241	1.2e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433	0	0	0	0	0	0	0	5e-4	0	0	0	0	1.3e-4	0.00542	0	0	0	0	0	0	0.00609	0	0.00497	7.7e-4	0	0	0	0	0	0	0	0.00402	0	0	0	0	0.00661	0	0	0	0.00188	7e-5	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0.00119	0	0	0	0	0	0	0	0	0	0	0	0.00794	0	0	0	7e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36442	5.61122	1.90717	1.35063	73.12024	11.55637	68.98889	0.03179	3.84794	9.82153	9.57376	3.98158	33.97605	10.00686	0.32824	4.24288	0.02128	0.1986	10.40569	1.10079	16.08743	0.20404	22.80216	0	0.2014	0.48378	6.95027	0.45137	5.62754	4.23117	29.05381	9.73325	14.51981	11.62367	0.09119	29.5958	0.20244	10.47352	1.39229	0.92168	16.11117	10.01026	39.66624	6.32011	0.21525	4.50535	46.24804	18.94103	0.90298	0.34995	2.94815	25.74597	3.12468	15.54734	3.80877	0.00347	0.22748	0	2.24728	22.61166	3.97527	10.89018	18.58949	5.83387	3.8826	0.96355	14.54948	6.89294	14.38692	3.7078	0.2415	6.97449	0.01914	21.05729	0.13932	6.57204	5.85354	4.27079	13.43767	3.48745	35.48228	21.16915	0.14859	0	6.7704	3.92857	4.98498	0	37.87668	9.67735	0.35102	24.47776	64.29115	21.04439	0	0	4.65385	2.81299	11.07783	33.92614	4.98554	2.30385	21.69896	1.3e-4	29.73073	1.68145	17.50812	0.00134	26.31516	0	2.13262	8.81138	39.30713	16.95624	20.18284	21.30822	21.44686	8.84214	1.29831	28.08933	0	26.16758	5.69592	0.0266	4.34554	0.90984	22.16841	0	0.40493	0.17722	17.908080000000002	11.99016	3.9308	1.5532	0	0.00245	5.29396	0.0663	1.03864	2.61545	25.25123	6.67824	4.35057	7.18864	7.9372	20.97179	21.66413	9.81227	2.38213	0	8.60275	2.28528	1.45583	2.15098	4.08476	6.98234	8.14543	17.34431	11.21662	25.33451	0	0.43857	32.76198	9.90159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73521	1.50629	0	0	0	0.68467	0	0	0	0	0	0	0	1.3057	0	0	0	0	0	0.20956	0	0	0	0	0	0	0.14771	0	0.00183	0	0	0	0	0	0	0.01306	0	0	0	0.05994	0	0	0	0.27367	0	0	0	0	0	0	0	0	0	0.01127	0.06675	0	0	0	0.33018	0	0.00451	0	0.72089	0.04457	0.45216	0	0	0.01073	0	0	0	0	0	0	0.03027	0	0	0.04539	0	0.69402	0	0	0	0	0	0.00218	0.00969	0	0	0.00394	0	0.06742	0	0.00315	0	2.43723	0.4885	0	0	0	0	0	0	0	0.00193	0	0	0	0	0	0	0	0	0	0.52118	0.08011	0	0.09885	0	0	0	0	0	0	0	0.02023	0.02711	0	0	0	0	0	0	0.00282	0	0	0.25872	0	0	1.13373	0.2962	0	0.12715	0	0.20795	0	0	0	0.00991	0	0	0	0	0	0	0.0484	0.08452	0	0.01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36442	5.61122	1.90717	1.35063	73.12024	11.55637	68.98889	0.03179	3.84794	9.82153	9.57376	3.98158	33.97605	10.00686	0.32824	4.24288	0.02128	0.1986	10.40569	1.10079	16.08743	0.20404	22.80216	0	0.2014	0.48378	6.95027	0.45137	5.62754	4.23117	29.05381	9.73325	14.51981	11.62367	0.09119	29.5958	0.20244	10.47352	1.39229	0.92168	16.11117	10.01026	39.66624	6.32011	0.21525	4.50535	46.24804	18.94103	0.90298	0.34995	2.94815	25.74597	3.12468	15.54734	3.80877	0.00347	0.22748	0	2.24728	22.61166	3.97527	10.89018	18.58949	5.83387	3.8826	0.96355	14.54948	6.89294	14.38692	3.7078	0.2415	6.97449	0.01914	21.05729	0.13932	6.57204	5.85354	4.27079	13.43767	3.48745	35.48228	21.16915	0.14859	0	6.7704	3.92857	4.98498	0	37.87668	9.67735	0.35102	24.47776	64.29115	21.04439	0	0	4.65385	2.81299	11.07783	33.92614	4.98554	2.30385	21.69896	1.3e-4	29.73073	1.68145	17.50812	0.00134	26.31516	0	2.13262	8.81138	39.30713	16.95624	20.18284	21.30822	21.44686	8.84214	1.29831	28.08933	0	26.16758	5.69592	0.0266	4.34554	0.90984	22.16841	0	0.40493	0.17722	17.908080000000002	11.99016	3.9308	1.5532	0	0.00245	5.29396	0.0663	1.03864	2.61545	25.25123	6.67824	4.35057	7.18864	7.9372	20.97179	21.66413	9.81227	2.38213	0	8.60275	2.28528	1.45583	2.15098	4.08476	6.98234	8.14543	17.34431	11.21662	25.33451	0	0.43857	32.76198	9.90159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01703	1.60061	3.3554	0.12281	0	0.99832	0.02188	0	0.84449	0	0	0	0	23.93932	0.02525	6.18304	0.00242	0	2.7695	3.14175	2.18504	1.04571	0	0	5.96729	0.02285	4.42499	0.06174	5.68497	6.50986	0.64575	0.00761	0.3347	2.72197	25.78754	0.17373	0.34252	2.64084	0	2.80285	0.00719	0	0.09729	14.02227	0.26133	0	0.59124	0	0	1.09955	3.18261	0.18594	0.23129	2.96616	2.04711	0.82068	13.82478	4.28235	7.0712	3.23902	1.32508	4.08264	0.8974	4.58687	5.04079	0	0.02665	1.34498	0	0.9465	0.74159	0.30444	0.01037	3.27903	1.39945	0.60705	1.20376	21.67833	3.24059	0.92948	1.3617	1.47897	1.07581	0.37038	0.28521	27.87381	14.55184	5.33113	0.01259	15.37154	0.31269	4.7252	3.91126	0.38425	1.16487	1.49183	2.51789	3.91985	0.04765	4.17002	0.64999	5.88982	0	0	14.97649	0.00156	2.27405	0	6.28436	0	1.05426	3.84237	0.61974	0	0.99041	1.65549	18.81209	3.79896	0.02854	4.59977	0.24803	0.83047	2.38582	0	0.13287	0.01725	17.34685	0	0	0	13.14168	10.55516	1.47709	0.02634	9.47326	1.97804	2.14131	0	1.58731	1.86306	14.93194	0.3622	0.17888	0.53251	0.37208	0.6523	0.61624	1.69954	9.76306	0	0.12581	0.6531	0.90925	9.26907	0.05244	0.39174	4.25171	0.78003	1.13998	8.58993	0.44326	8.24624	4.7462	5.04368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37245	0.51169	15.24392	0.17864	0.42156	0.36113	7.42376	0	0	0	1.49097	0	1.43428	0.2133	0	6.61751	0.05945	0.24613	0.77465	0	1.80164	0	0	0	0	0	5.65779	0.16152	0.73173	10.25984	0.93978	0.10803	1.18974	2.00365	1.95541	0.77236	3.10327	0.90678	0.0029	1.07818	8.13737	2.17679	0	0.75315	0	0	0.01495	0	0	1.41154	0.77081	2.74727	0	3.94047	0.78693	0.3192	1.10238	1.09295	0.69352	3.83218	0.96859	0.49212	0.6078	2.35371	1.50094	0	0	0.75155	0.55703	0.44786	0.75661	0	0	0	1.41351	2.85075	0	0.56801	0	1.14831	4.82352	0.66548	0	4.68072	0	5.56014	13.83611	2.54681	0	0.4639	0	2.77802	4.72035	0	0	0.42366	2.11243	0.78099	0	1.26734	0.34848	2.42497	0	0	4.70455	0	0.29092	0	3.49516	0	0.96306	5.89373	0.51746	0	0.63022	2.39057	1.74108	2.07645	0.03825	10.33391	0	1.7195	0	0	0	1.09963	0.83759	0	0	3.87501	9.89382	0	3.36466	0.6111	0	6.27946	4.31358	0	5.72037	0.59021	0.73034	2.5511	0.63496	2.08421	1.42717	16.78116	16.71207	4.28448	6.31257	0	0	1.24431	3.01777	1.41536	0	1.53249	0.29309	0.23819	2.1191	1.43591	0.66855	37.79505	1.05182	1.0663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9777	1.9081	0.7698	3.66133	1.64137	1.0821	7.2872	1.60349	0.19984	9.28054	9.46241	3.54792	17.66208	0.35776	0	7.85455	0.30838	0	0.34815	2.72664	1.09142	3.0906	3.74803	0	31.0426	20.25693	10.62043	0.27151	0.11354	33.89688	15.56778	3.11472	18.31632	0.58174	5.37008	18.51418	3.9767	2.1432	0	14.24616	4.77054	10.93277	2.04495	2.42115	23.83711	8.88336	7.88443	10.45173	0.20997	1.16138	2.8743	6.91043	0.44929	1.3129	0.40676	3.17014	1.64532	14.51535	1.54468	1.71254	0.17767	2.21667	3.41602	0.20115	1.70962	16.26981	1.21119	4.71102	4.21127	0.69059	25.45102	0.38863	5.48096	0.62504	1.69038	15.43204	0	0.39206	3.49347	12.14619	8.56821	3.2354	3.35752	22.12388	1.25278	5.93439	4.73038	3.80269	12.90864	0.37696	5.91631	0.72353	1.11975	1.60254	3.10668	0.99773	2.52605	2.2714	1.82065	0.50164	2.44047	3.64222	4.52244	8.98689	3.01925	24.03622	1.12679	3e-5	1.60657	41.29721	12.30734	7.76191	0.40045	0	0.29478	5.27513	0.5355	6.87574	0.10815	9.01724	10.24407	1.70635	4.74537	20.87818	14.74142	2.32512	2.00719	27.08738	8.05724	1.97815	20.39346	15.16271	11.92007	1.66698	30.95404	20.57902	2.49517	1.08961	37.71024	1.08793	1.56956	9.26965	0.86409	6.9652	1.79246	25.26749	25.24971	2.24702	1.03171	0.02146	17.74512	16.69798	3.77756	2.58753	1.71839	18.91702	0.99402	16.34497	0.83539	9.5694	9.97142	14.49158	14.78029	18.71202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
