"","HK1001","HK1002","HK1003","HK1004","HK1005","HK1006","HK1008","HK1009","HK1012","HK1013","HK1014","HK1015","HK1016","HK1017","HK1018","HK1019","HK1020","HK1022","HK1024","HK1026","HK1027","HK1028","HK1029","HK1030","HK1032","HK1036","HK1037","HK1038","HK1039","HK1041","HK1043","HK1044","HK1045","HK1047","HK1048","HK1052","HK1053","HK1054","HK1055","HK1056","HK1057","HK1058","HK1059","HK1060","HK1061","HK1063","HK1064","HK1065","HK1066","HK1068","HK1069","HK1070","HK1071","HK1072","HK1074","HK1077","HK1078","HK1079","HK1081","HK1083","HK1085","HK1086","HK1087","HK1088","HK1092","HK1093","HK1094","HK1095","HK1098","HK1101","HK1102","HK1104","HK1105","HK1106","CD001","CD002","CD003","CD004","CD005","CD006","CD007","CD008","CD009","CD010","CD011","CD012","CD013","CD014","CD015","CD016","CD017","CD018","CD019","CD020","CD021","CD022","CD023","CD024","CD025","CD026","CD028","CD029","CD030","CD031","CD032","CD033","CD034","CD035","CD036","CD037","CD038","CD039","CD040","CD041","CD042","CD043","CD044","CD045","CD046","CD047","CD048","CD049","CD050","CD051","CD052","CD053","CD054","CD055","CD056","CD057","CD059","CD060","CD061","CD062","CD063","CD064","CD065","CD066","CD067","CD068","CD069","CD070","CD071","CD072","CD073","CD074","CD075","CD076","CD078","CD079","CD080","CD081","CD082","CD083","CD084","CD085","CD086","CD087","CD088","CD089","CD090","CD091","CD092","CD093","CD094","CD095","CD096","CD097","CD098","CD099","CD100","CD101","CD102","CD103","CD105","CD106","CD107","CD108","CD109","CD112","CD113","CD114","CD115","CD116","CD118","CD119","CD120","CD121","CD122","CD123","CD124","CD125","CD126","CD127","CD128","CD129","CD130","CD131","CD132","CD133","CD134","CD135","CD136","CD137","CD138","CD139","CD140","CD141","CD142","CD143","CD144","CD145","CD146","CD147","CD151","CD153","CD154","CD155","CD156","CD157","CD158","CD159","CD161","CD162","CD163","CD164","CD167","CD168","CD169","CD171","CD172","CD173","CD174","CD175","CD180","CD181","CD182","CD183","CD184","ACC0147","ACC0163","ACC0048","ACC0102","ACC0034","ACC0138","ACC0096","ACC0049","MiRES012","ACC0080","ACC0032","ACC0108","ACC0097","MiRES005","ACC0265","ACC0110","ACC0192","ACC0013","ACC0114","ACC0136","MiRES011","ACC0169","MiRES003","ACC0135","ACC0066","MiRES009","MiREL020","MIRES007","ACC0009","ACC0031","MiRES004"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414630070601375,0,0,0,0,9.08722996578559e-05,0,0,0,0,0,0,0,0,0,0,2.0230473930417e-05,0,0,0,0.00028068659178128,0,0.000101443788797398,0,3.3897535898489e-05,0,8.97274598468809e-05,0,0,0.000896111065254694,0,0,0,6.50222450910284e-07,0,0,0,0,0,0,0,0.000292161850885641,0,3.65281808153626e-05,0,0,0,0,0.000177774144034588,0,5.70785642721913e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368150587368887,0,0,0,0,0.00338262962016938,0,0,0,0,0,0,0,0,0,0,0,0,2.93757123949633e-05,0.000377767738005683,0.000246061500593769,0,0,0,0.00164232258661497,0,0,0,0,0,0,0,0,0,0,0.00406104143052821,0,0,0,0.000101450078642443,0,0,0,0,0,0,0,0.0012857337650223,0,0,0,0,0,0,0,0,0,0,1.12068628191104e-06,0,0,0,0,0,0,0,0,8.05878794391212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85833099448782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306",0,0,0,0,0,0,0,0,0,0,0,0.000462769844960358,3.97483026337611e-06,0,0,0,1.89870113108085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543323467475323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60051722174679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490|s__GGB3490_SGB4664|t__SGB4664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490|s__GGB3490_SGB4664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96531840491162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742139962318765,0,1.45580502100297e-05,0,0,0,5.0553248849171e-05,0,0,0,0,0,0.00085355049705661,0,0,0,0,0,0,0,0,0,0.00257552212773671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438463039605814,0.000159710208664998,0,0.000720909916909446,0,0,0,0,0,0,0,0,9.49505087410211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112968221870997,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__SGB8003",0,5.79936226146689e-05,2.42558486013995e-05,3.51491470226298e-05,1.990137470557e-05,0,5.22462070815137e-06,0,0,8.73633471927186e-05,0,0,0,0,1.15704412396272e-05,0,0,7.41067383457394e-05,1.75187969230986e-05,2.50850655209791e-05,0,0,1.17575372722864e-05,1.28663170898478e-05,0,0,4.54673337130878e-05,6.75102409568946e-05,1.64454810928316e-05,0,0,4.7267434153772e-05,0,0,0,6.76665964997529e-05,0,0,3.38329247789589e-06,6.86913908413244e-05,0,6.70185082158726e-06,0,0,0,0,0,0,0,0,3.97108046736226e-05,1.37374009575585e-05,0,0,1.13461605538238e-05,5.13169832670975e-06,0,8.26939656835128e-06,0,0.000178489585462623,0,0.000196362864634716,0.0033592191275372,0,3.32684174757009e-05,5.4648916639171e-06,2.75652192402592e-06,0,0,3.64514643469328e-06,3.23075285428014e-05,0,5.53897660931671e-05,1.99363960368683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93063799306964e-05,0,0,0.00017123081643968,0,6.93798472377143e-06,0.000187733711631884,0,5.9244741427362e-06,0,0,0,2.80506771781384e-06,0,3.14678010313502e-06,0,7.75738926546004e-05,0,0,0,0,9.0473802748174e-05,1.22563158535236e-05,0,0,0.00028881969583934,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB6340|t__SGB6340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782596444265976,0,0,0,0,0,0,4.44716649063775e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00564303212453e-05,0,0,0,0,0,0,0,0,0,0,0.000796203170179816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189662980455003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB6340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782596444265976,0,0,0,0,0,0,4.44716649063775e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00564303212453e-05,0,0,0,0,0,0,0,0,0,0,0.000796203170179816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189662980455003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
